Date,Abs_Ret,Realized_Ret,SvOLHC,SvOLHC_n10,sGARCH_norm_mu,sGARCH_norm_sigma,sGARCH_std_mu,sGARCH_std_sigma,sGARCH_std_skew,sGARCH_std_shape,sGARCH_sstd_mu,sGARCH_sstd_sigma,sGARCH_sstd_skew,sGARCH_sstd_shape,eGARCH_norm_mu,eGARCH_norm_sigma,eGARCH_std_mu,eGARCH_std_sigma,eGARCH_std_skew,eGARCH_std_shape,eGARCH_sstd_mu,eGARCH_sstd_sigma,eGARCH_sstd_skew,eGARCH_sstd_shape,gjrGARCH_norm_mu,gjrGARCH_norm_sigma,gjrGARCH_std_mu,gjrGARCH_std_sigma,gjrGARCH_std_skew,gjrGARCH_std_shape,gjrGARCH_sstd_mu,gjrGARCH_sstd_sigma,gjrGARCH_sstd_skew,gjrGARCH_sstd_shape,apARCH_norm_mu,apARCH_norm_sigma,apARCH_std_mu,apARCH_std_sigma,apARCH_std_skew,apARCH_std_shape,apARCH_sstd_mu,apARCH_sstd_sigma,apARCH_sstd_skew,apARCH_sstd_shape
10/4/2016,0.315627808,-0.315627808,0.41175468,0.479109988,0.207578347,1.504563894,0.120086402,1.575656374,0,2.535412744,0.152078017,1.57678656,1.029685816,2.531471845,0.216151635,1.388219748,0.136225518,1.722647397,0,2.205041014,0.202467691,1.725640643,1.05284772,2.214971979,0.229591151,1.51152216,0.143556112,1.313634155,0,2.681453764,0.210664382,1.324651616,1.069668638,2.659192505,0.100899451,0.90474342,0.143693735,1.650334168,0,2.287546915,0.201222997,1.63037414,1.052129746,2.302433706
10/5/2016,0.377358518,0.377358518,0.416655204,0.472126905,0.202053798,1.494110606,0.178312947,1.573626232,0,2.526804902,0.210792457,1.578780412,1.029847371,2.521874171,0.222403597,1.385424172,0.204829919,1.983544503,0,2.137649326,0.275506817,2.004806741,1.053596608,2.143742706,0.225482082,1.496960862,0.214916607,1.297039587,0,2.672312623,0.281428536,1.313964907,1.069073184,2.648211126,-0.049870778,1.5467907,0.215295053,1.867959241,0,2.197259501,0.279468856,1.878631683,1.056104017,2.202349023
10/6/2016,0.083230766,0.083230766,0.3856946,0.459737035,0.214233722,1.469241286,0.102898802,1.525367427,0,2.536936981,0.131879821,1.527857991,1.027157576,2.532797767,0.212700405,1.319187599,0.114366512,1.837382787,0,2.146320359,0.179076416,1.894720807,1.050959041,2.143217501,0.23390471,1.472959564,0.119789042,1.250659355,0,2.685854189,0.182889776,1.264324818,1.066440039,2.663258513,0.077731737,1.227730814,0.122037423,1.775050343,0,2.201705729,0.184296412,1.793509862,1.05452597,2.202707481
10/7/2016,0.666588229,0.666588229,0.399430278,0.447394569,0.207404724,1.445301955,0.133649203,1.476854583,0,2.545549865,0.164917194,1.478261936,1.029445717,2.541380369,0.214834158,1.254680714,0.149256754,1.696587022,0,2.144700458,0.213684111,1.721403971,1.050124382,2.150027178,0.228026961,1.449577154,0.159257031,1.203425887,0,2.696635118,0.223699063,1.217706902,1.068707901,2.673093795,0.050835825,1.074901851,0.157574918,1.696327714,0,2.196016473,0.217759154,1.703195498,1.052817802,2.202633545
10/8/2016,0.321461688,0.321461688,0.402755928,0.436405864,0.218182213,1.434813359,0.070794161,1.461886502,0,2.553829766,0.102901536,1.458736105,1.030844803,2.550079593,0.206656816,1.247709417,0.074281658,1.639727241,0,2.175693577,0.140330834,1.61501073,1.054693099,2.187156069,0.235617685,1.439759496,0.08063956,1.197532555,0,2.708095688,0.145459815,1.203842107,1.070223654,2.684488437,0.020724427,1.20183789,0.078065165,1.622816074,0,2.237143626,0.138774047,1.576985801,1.054804813,2.255160183
10/9/2016,0.381266467,-0.381266467,0.399487512,0.425562666,0.209359559,1.412308767,0.110003633,1.440414173,0,2.551963704,0.143297237,1.433610142,1.03209236,2.549264164,0.210148516,1.182491731,0.121451737,1.660266475,0,2.163560137,0.182431402,1.575659304,1.049364688,2.18335118,0.227730354,1.417429973,0.129760495,1.171386378,0,2.709924328,0.195354608,1.17371029,1.072084151,2.687326337,0.08439964,0.938166046,0.125175722,1.649740966,0,2.217420664,0.177239676,1.569669017,1.046714356,2.243305736
10/10/2016,0.36285884,0.36285884,0.405326313,0.412655656,0.196095727,1.411050673,0.186234434,1.421766556,0,2.560164731,0.218500424,1.418050797,1.031195862,2.557372858,0.219555733,1.206523853,0.212627458,1.595475044,0,2.168556205,0.271675398,1.540714681,1.045779202,2.184624742,0.217167677,1.411493854,0.225391146,1.146792011,0,2.717270592,0.28840429,1.154086627,1.07001611,2.693651056,0.228834434,1.270115475,0.221148221,1.602991931,0,2.219782869,0.271283444,1.547140157,1.04533535,2.241370519
10/11/2016,3.504619901,3.504619901,0.649647795,0.43379085,0.210025102,1.38862395,0.104827298,1.371422841,0,2.572881949,0.139070917,1.366067779,1.034105825,2.569952758,0.209643361,1.148851135,0.114481159,1.442415805,0,2.187761376,0.17198699,1.370342893,1.048113469,2.208686377,0.226687627,1.389111852,0.122566745,1.10012448,0,2.733132873,0.186095712,1.107690998,1.072234252,2.707758083,0.159416754,1.230042155,0.11821869,1.485247593,0,2.23684794,0.169257832,1.409418701,1.046834878,2.269383045
10/12/2016,0.764137798,-0.764137798,0.649083334,0.45364603,0.282489044,1.929930163,-0.239230696,2.064648046,0,2.535820611,-0.199748296,2.037135978,1.039202055,2.532824281,0.184333444,1.791716316,-0.31045509,4.12972748,0,2.100000841,-0.25538272,3.830027687,1.052448174,2.106684439,0.285235385,1.979053915,-0.313219288,2.027617477,0,2.688842662,-0.240243749,1.997773527,1.078438589,2.665150557,-0.416423385,1.856897521,-0.322451283,4.30562056,0,2.1,-0.349061858,8.941582484,0.995951751,2.02148566
10/13/2016,0.09332355,0.09332355,0.660741057,0.47805767,0.214953703,1.891702989,0.238567337,1.951694308,0,2.542286943,0.282271608,1.930312092,1.041618593,2.539572358,0.234302479,1.80737431,0.273755942,3.321212989,0,2.133408039,0.351266917,2.982031228,1.059539942,2.156020362,0.240346293,1.927325996,0.287073225,1.912869145,0,2.692450644,0.360446436,1.895090994,1.080729093,2.668245656,0.063768044,2.150369083,0.278959571,3.974544406,0,2.100000348,0.34754846,3.015605264,1.056688567,2.173839113
10/14/2016,0.562494631,0.562494631,0.666491812,0.503531383,0.227711257,1.810934367,0.140070252,1.83954369,0,2.550380759,0.184842529,1.821924451,1.04372306,2.54777282,0.223117817,1.691213218,0.155143056,2.663922487,0,2.179411295,0.235070217,2.480055301,1.065504438,2.199636371,0.248185477,1.847451098,0.164592915,1.808043876,0,2.696202865,0.239176749,1.799891017,1.082493942,2.671480755,-0.070609571,1.565409821,0.162632988,2.548497231,0,2.226300751,0.229397363,2.378047285,1.061631131,2.257905624
10/15/2016,0.270830833,-0.270830833,0.672219334,0.529087796,0.236498794,1.744939199,0.089250353,1.752973184,0,2.559051952,0.13336217,1.736491218,1.043959781,2.556596249,0.217106476,1.621328304,0.093480768,2.380821192,0,2.215607072,0.170605168,2.256902135,1.065893561,2.229845946,0.254172615,1.781519056,0.10030818,1.725660503,0,2.701796311,0.173935898,1.722037943,1.082061067,2.677032794,0.051524704,1.661316574,0.100138484,2.215172591,0,2.28759382,0.165032748,2.107467151,1.062300405,2.313576024
