Date,Abs_Ret,Realized_Ret,SvOLHC,SvOLHC_n10,sGARCH_norm_mu,sGARCH_norm_sigma,sGARCH_std_mu,sGARCH_std_sigma,sGARCH_std_skew,sGARCH_std_shape,sGARCH_sstd_mu,sGARCH_sstd_sigma,sGARCH_sstd_skew,sGARCH_sstd_shape,eGARCH_norm_mu,eGARCH_norm_sigma,eGARCH_std_mu,eGARCH_std_sigma,eGARCH_std_skew,eGARCH_std_shape,eGARCH_sstd_mu,eGARCH_sstd_sigma,eGARCH_sstd_skew,eGARCH_sstd_shape,gjrGARCH_norm_mu,gjrGARCH_norm_sigma,gjrGARCH_std_mu,gjrGARCH_std_sigma,gjrGARCH_std_skew,gjrGARCH_std_shape,gjrGARCH_sstd_mu,gjrGARCH_sstd_sigma,gjrGARCH_sstd_skew,gjrGARCH_sstd_shape,apARCH_norm_mu,apARCH_norm_sigma,apARCH_std_mu,apARCH_std_sigma,apARCH_std_skew,apARCH_std_shape,apARCH_sstd_mu,apARCH_sstd_sigma,apARCH_sstd_skew,apARCH_sstd_shape
12/31/2014,2.997702412,2.997702412,2.057149014,2.428717571,-0.177301942,2.949639755,-0.075089288,2.952590277,0,3.02306231,-0.197666786,2.850418798,0.92240932,3.093674108,-0.090206698,3.353482041,-0.085440582,4.062264701,0,2.47241123,-0.295956812,4.016835711,0.891832169,2.454834483,-0.136432783,2.951960312,-0.076634797,2.955107085,0,3.024021239,-0.201113859,2.855464416,0.922033926,3.094582072,-0.064109463,3.315292283,-0.086852196,3.613601692,0,2.565527778,-0.277793605,3.573864888,0.894303771,2.550542036
1/1/2015,1.873827506,-1.873827506,1.939786872,2.365734275,-0.084241685,2.999253143,-0.03159396,3.188372508,0,3.024600426,-0.196023349,3.128786391,0.925557684,3.092858843,-0.07099288,3.44148543,-0.048701084,4.375522802,0,2.482348457,-0.302039944,4.402544923,0.895770147,2.462177258,-0.064640316,3.016629988,-0.031174516,3.182469303,0,3.025610817,-0.195300966,3.117935621,0.925152961,3.093873206,-0.0480518,3.397246734,-0.063598793,3.979556663,0,2.572304427,-0.310885997,4.0708704,0.897258138,2.545532438
1/2/2015,0.248861922,0.248861922,1.89104097,2.295088248,-0.210540558,2.953168775,-0.088977215,3.101922941,0,3.02021512,-0.187384498,3.017422156,0.927443878,3.086400628,-0.09926696,3.407706144,-0.102028344,4.427046214,0,2.448183345,-0.289089816,4.450569281,0.897499079,2.415049117,-0.162050976,2.968185034,-0.091688396,3.098688838,0,3.021428662,-0.192970794,3.01148451,0.92697641,3.087588741,-0.087545252,3.34690823,-0.102223918,4.021724536,0,2.53514058,-0.276495854,4.161563356,0.895739664,2.474063646
1/3/2015,11.40278177,-11.40278177,2.250094386,2.256986118,-0.158903053,2.870387189,-0.067457384,2.881790741,0,3.017577113,-0.199884252,2.798608513,0.923466353,3.087046969,-0.087507514,3.268716156,-0.080789947,3.963092501,0,2.439545303,-0.298387145,3.979458748,0.894633496,2.419428112,-0.123273578,2.888620225,-0.068851241,2.879017782,0,3.01881639,-0.202943341,2.793520776,0.922953522,3.088375017,-0.074816893,3.194892427,-0.084675657,3.588497891,0,2.510996844,-0.29365578,3.644554298,0.895902191,2.478172521
1/4/2015,6.195894972,-6.195894972,3.195930213,2.312576906,-0.460977772,4.227589685,-0.169934017,6.433933244,0,2.986390562,-0.14839552,6.2682106,0.915485004,3.064553054,-0.1729922,4.125599479,-0.188484727,8.334674109,0,2.445103848,-0.254336402,8.441409699,0.887452399,2.430990133,-0.346378662,4.046091069,-0.178155758,6.460276769,0,2.987477619,-0.167433892,6.321397567,0.915001645,3.065613776,-0.066274652,4.049048867,-0.156276224,7.903487238,0,2.515856052,-0.165345152,7.937649,0.888637788,2.50725252
1/5/2015,3.816904067,3.816904067,3.191188639,2.359220793,-0.408664319,4.384336425,-0.176530377,6.476887224,0,2.987123723,-0.228788164,6.337141807,0.91852991,3.060730081,-0.193696823,4.408531153,-0.19554408,9.382461522,0,2.390288403,-0.333754075,9.646843613,0.890037633,2.367530322,-0.34183855,4.205410845,-0.184858247,6.526536942,0,2.988628736,-0.243939794,6.41456732,0.917860222,3.061693818,-0.125035657,4.345240234,-0.178840719,8.957700047,0,2.454082849,-0.302114907,9.387646898,0.889280969,2.424266491
1/6/2015,4.17958805,4.17958805,3.185865675,2.421550875,-0.086987891,4.386026535,-0.030424781,6.023758865,0,3.000414463,-0.239198985,5.924764039,0.913735601,3.077947984,-0.075152032,4.492557131,-0.038470839,8.541898621,0,2.442441295,-0.333332512,8.868680504,0.884856306,2.418766521,-0.07641747,4.23618857,-0.028950903,6.05574895,0,3.00158203,-0.236618937,5.97806142,0.913104916,3.07850461,-0.068559668,4.423942994,-0.053957366,8.060479008,0,2.521208993,-0.35383168,8.40543499,0.883353414,2.504343619
1/7/2015,2.807297277,2.807297277,3.321962874,2.52862954,-0.071367211,4.394985552,-0.026666144,5.718474848,0,2.988921688,-0.241692105,5.682111362,0.913041676,3.066359012,-0.070788127,4.597934717,-0.038794753,8.771177806,0,2.380130228,-0.363824574,9.405829366,0.878731815,2.347352068,-0.061964618,4.277753803,-0.025103084,5.732430102,0,2.989891399,-0.238837489,5.707343017,0.9123337,3.066501933,-0.15465427,5.292709724,-0.062554914,8.03347359,0,2.482970171,-0.339765593,8.559613045,0.882844148,2.461575242
1/8/2015,3.804603854,-3.804603854,3.340356323,2.646064996,-0.107401538,4.303877125,-0.038714034,5.220379726,0,2.991382658,-0.232650693,5.221578676,0.912864837,3.070456087,-0.086157343,4.571291289,-0.055389609,8.100176239,0,2.382085125,-0.363280559,8.949837322,0.877771536,2.334888511,-0.088946736,4.203175687,-0.038385659,5.23079351,0,2.992457009,-0.232307765,5.239555577,0.912092299,3.070621736,-0.089871058,4.613690422,-0.074916955,7.379905043,0,2.477066881,-0.329077846,8.065357205,0.882834239,2.438923059
1/9/2015,2.460744475,2.460744475,3.386141345,2.775951631,-0.328815877,4.274135324,-0.132215788,5.000321522,0,3.005133938,-0.222441405,4.956229436,0.914941374,3.082223152,-0.16991764,4.605561714,-0.147544356,7.897245663,0,2.393396477,-0.339371877,8.684430105,0.88143383,2.337505099,-0.271164672,4.165555792,-0.138935427,5.022200543,0,3.00637064,-0.234879624,4.990567347,0.914156256,3.082557447,-0.136907194,4.563558503,-0.14007526,7.291688848,0,2.479552482,-0.29552718,8.071701957,0.886345146,2.419987151
1/10/2015,5.525782681,-5.525782681,3.465099614,2.916746691,-0.127085586,4.192264526,-0.055525044,4.627560794,0,3.011310927,-0.248059119,4.597858242,0.909975613,3.09285093,-0.090308343,4.56112761,-0.0707909,7.221175075,0,2.413358116,-0.371089081,7.981110805,0.87647089,2.356770545,-0.10632888,4.095865633,-0.055411385,4.642713507,0,3.012556808,-0.248098892,4.623164843,0.909212109,3.092994567,-0.083964087,4.466173934,-0.087014971,6.601757027,0,2.490414936,-0.391570419,7.405595238,0.872323402,2.430493111
1/11/2015,3.381165818,-3.381165818,3.626064114,3.085374415,-0.370022846,4.315833333,-0.128096206,4.980674111,0,3.032767677,-0.198589016,4.885944683,0.906067729,3.116447809,-0.184137674,4.745035973,-0.139485765,7.763653846,0,2.425650122,-0.311571723,8.349459467,0.874935825,2.379460211,-0.302531715,4.195910841,-0.138554584,5.014888922,0,3.034471261,-0.21620078,4.93683644,0.90532598,3.116336058,-0.180044352,4.591626326,-0.121263623,7.383372431,0,2.493410875,-0.182674757,6.93192187,0.888519902,2.79761865
1/12/2015,0.800814965,0.800814965,3.67606726,3.263877044,-0.322392518,4.242494515,-0.130648758,4.710287582,0,3.050978399,-0.230647588,4.61761941,0.908129803,3.133786099,-0.18233148,4.724154623,-0.139468257,7.255478911,0,2.466467756,-0.333041961,7.720667923,0.879257245,2.422243275,-0.268964542,4.123898423,-0.139268351,4.753973953,0,3.05264484,-0.244108729,4.677468942,0.907384991,3.133358293,-0.187938661,4.494559308,-0.131514646,6.884662462,0,2.524784592,-0.307059069,7.417366046,0.877663913,2.492415572
1/13/2015,17.03057271,-17.03057271,4.701626203,3.509030226,-0.193750216,4.104669981,-0.081601886,4.217287396,0,3.049588051,-0.249972385,4.136646145,0.908009771,3.133737033,-0.131249209,4.541304167,-0.092978178,6.261739778,0,2.484834697,-0.349090243,6.725403649,0.881514858,2.438696912,-0.163813269,3.991670646,-0.083753835,4.254280273,0,3.050923359,-0.253336031,4.189186474,0.90734955,3.13307515,-0.1337319,4.283949066,-0.102525706,5.812235206,0,2.541675114,-0.356778095,6.355294834,0.879721534,2.487861344
1/14/2015,23.75577155,-23.75577155,5.932089354,3.78264614,-0.711713621,6.32597918,-0.3097528,9.399723807,0,3.045028931,-0.180772966,9.261767919,0.90028878,3.138191575,-0.373153177,6.062922177,-0.329186726,12.21887659,0,2.486018045,-0.299496874,12.78866186,0.874527456,2.45351024,-0.642214629,6.157388567,-0.348694839,9.554109332,0,3.048215456,-0.23810488,9.461096841,0.899474982,3.138027177,-0.315802253,5.888006575,-0.274502359,12.11778066,0,2.54419209,-0.186814342,12.59954016,0.873799871,2.512169417
1/15/2015,16.40023527,16.40023527,7.799005978,4.243427874,-1.492797452,10.09531786,-0.603096009,14.81261303,0,3.043488872,-0.334978118,14.67632109,0.899150654,3.136587754,-0.917803647,9.079473099,-0.710634699,20.0905081,0,2.40132984,-0.467243286,22.19525452,0.87022187,2.336576519,-1.500651708,10.09693755,-0.681849766,15.18063085,0,3.047760186,-0.442606546,15.11108944,0.898033231,3.135877908,-0.928337088,9.116624579,-0.587404358,20.86283,0,2.474222875,-0.331904724,23.05244001,0.862813418,2.39449621
1/16/2015,0.836005177,-0.836005177,8.14614063,4.73945537,0.349844469,12.35746642,0.146878884,15.65016665,0,3.062681217,-0.369323348,15.45312776,0.894639282,3.164792465,0.133969196,10.37099306,0.191923761,21.39065738,0,2.377719159,-0.488525429,23.65181818,0.866636728,2.323441751,0.344199629,12.42660267,0.195309542,15.69969645,0,3.065827029,-0.302470484,15.56146608,0.893562423,3.161961142,0.083592898,10.95318296,0.102705935,23.02034373,0,2.42504188,-0.569535467,25.69869206,0.86112352,2.350222472
1/17/2015,4.339384062,-4.339384062,8.263991231,5.233658205,-0.31554781,11.20071151,-0.101067921,13.2544888,0,3.065130667,-0.264880044,13.13456779,0.893758107,3.167890419,-0.196419133,9.504777529,-0.120310654,15.99972182,0,2.449576902,-0.373980959,17.45030983,0.867716783,2.407697233,-0.314234197,11.25358432,-0.111392778,13.37768244,0,3.068056455,-0.277524461,13.31364099,0.89292889,3.164864355,-0.223663808,9.934628518,-0.12349001,17.49866245,0,2.513859212,-0.373165234,18.34888614,0.86413069,2.463392703
1/18/2015,5.411005925,5.411005925,8.658979317,5.765520505,-0.443136039,10.2824058,-0.141518316,11.47085796,0,3.030031822,-0.238264824,11.38380933,0.891668776,3.134336795,-0.267416604,9.114595268,-0.156534178,15.06729123,0,2.353865186,-0.345826733,16.71143801,0.864233008,2.323421197,-0.43967354,10.32055713,-0.160805211,11.63473702,0,3.032742176,-0.263646358,11.59963339,0.890955,3.131793326,-0.093235033,8.317840084,-0.143636225,16.09727923,0,2.435498616,-0.322170707,16.3496449,0.86178734,2.444184593
1/19/2015,2.127073578,2.127073578,8.694985001,6.29640487,-0.10052146,9.728058639,-0.043341893,10.18468773,0,3.038948153,-0.346720647,10.14822284,0.890502267,3.141859918,-0.100550647,8.866208939,-0.055051745,13.19004429,0,2.387811336,-0.472499594,15.01765071,0.862382325,2.338750214,-0.107280944,9.747998861,-0.033515506,10.32437729,0,3.041354764,-0.332173889,10.33164014,0.889876884,3.13875307,-0.130781028,8.676290502,-0.09002346,14.12677748,0,2.458422329,-0.541048862,14.86988383,0.855040793,2.435093962
1/20/2015,1.664134947,-1.664134947,8.735698913,6.8234648,-0.210746795,9.060676419,-0.072191982,8.708343658,0,3.031310152,-0.302924257,8.734483604,0.892550003,3.131437983,-0.159611788,8.320284368,-0.082792872,11.10589073,0,2.381376786,-0.431925761,13.61124118,0.863431541,2.291209752,-0.217211669,9.035531895,-0.072105243,8.853650537,0,3.033113987,-0.301587916,8.916085176,0.892017723,3.128173804,-0.186118011,8.249729006,-0.106511485,12.06574953,0,2.430368966,-0.456455618,13.63958789,0.855322779,2.350247241
1/21/2015,7.114626154,7.114626154,8.728934363,7.333751825,-0.344208417,8.451480087,-0.113437298,7.336224497,0,3.026693986,-0.262737811,7.408182357,0.89325288,3.125898117,-0.212209376,7.792222251,-0.125846,8.989016549,0,2.413720227,-0.372781905,10.76436195,0.865253148,2.332840249,-0.349610986,8.286585057,-0.123013736,7.470433653,0,3.027776607,-0.274695096,7.576935089,0.892807019,3.122729872,-0.211148593,7.673317705,-0.126609278,9.897116799,0,2.442539603,-0.377513607,10.9560217,0.855939569,2.373888621
1/22/2015,2.828326762,2.828326762,8.759659015,7.842111,-0.035574671,8.222709415,-0.009706644,7.445042995,0,3.059697373,-0.345492944,7.534488525,0.892684034,3.161048173,-0.057531931,7.88075322,-0.014494038,9.155539992,0,2.49618527,-0.467519515,10.56194836,0.865460921,2.42553847,-0.04591211,8.083894346,0.003528855,7.478206501,0,3.059975813,-0.326630788,7.594448559,0.892097387,3.156599162,-0.165044741,7.85064466,-0.054793998,9.671670085,0,2.546288266,-0.451434915,10.54266476,0.866962629,2.490551598
1/23/2015,0.226045582,-0.226045582,8.204123318,8.192360712,-0.179174395,7.658434919,-0.047901537,6.522119538,0,3.03163092,-0.297174049,6.666911573,0.892424588,3.136319287,-0.126762777,7.545607468,-0.060188295,8.604886182,0,2.428538005,-0.472244002,30.68310313,0.864930836,2.029210224,-0.182062788,7.491610933,-0.046259129,6.55312001,0,3.03226645,-0.294086196,6.720031319,0.89187481,3.132433377,-0.126978382,7.436191819,-0.084156439,8.975395329,0,2.459253187,-0.461890936,10.22144176,0.858171484,2.392304937
1/24/2015,6.229262478,6.229262478,7.110210768,8.310172853,-0.305193279,6.822432872,-0.087034162,5.411668316,0,3.027847606,-0.266508341,5.593267296,0.892766476,3.131892268,-0.181115072,6.953736038,-0.1031859,6.640614401,0,2.484186301,-0.371000289,7.752783836,0.865967289,2.430892971,-0.296059043,6.665381733,-0.092693657,5.434870149,0,3.028005811,-0.273477357,5.640115675,0.892304064,3.128138766,-0.11635857,6.638289994,-0.10913555,6.842487296,0,2.531622918,-0.364393645,7.559925443,0.864111477,2.484571299
1/25/2015,2.341180239,2.341180239,4.995108258,8.029783081,-0.020235436,6.779452639,0.030367592,5.948351381,0,3.027734206,-0.294749887,6.080161823,0.89333272,3.138184556,-0.061405175,7.049114549,0.017626787,7.772330129,0,2.453264183,-0.425323086,8.664290314,0.868818005,2.435577622,-0.022122763,6.681244504,0.039348446,5.91471867,0,3.028453854,-0.281220643,6.061903076,0.892778994,3.134655523,-0.138273029,6.545676241,-0.026565502,7.802301794,0,2.52223897,-0.454524416,8.339047254,0.869233766,2.518284544
